id,author,title
cbu86-w0190,"Robert Burns","WINTER, A DIRGE."
pjo50-w0310,"Mary Jones","Written in an IVORY BOOK For the Honourable Miss HAMILTON; To be sent to her MAMMA."
o5155-w0090,"Lady Mary Wortley Montagu (née Pierrepont)","Answer to the foregoing Lines."
o5125-w0210,"Mary Leapor","DAVID'S Complaint, ii Samuel, chap. 1."
o3900-w1170,"Rev. John Wesley","Supplication for Grace. PUBLICK WORSHIP."
o4784-w0050,"Anne Finch (née Kingsmill), countess of Winchilsea","The Shepherd Piping to the Fishes."
o5156-w0660,Anonymous,"ODE on a STORM."
o5454-w0130,"Isaac Watts","SONG XIII. The Danger of Delay."
clc03-w0270,"Lady Mary Chudleigh","The Offering."
o4784-w0400,"Anne Finch (née Kingsmill), countess of Winchilsea","On the Death of the Honourable Mr. James Thynne, younger Son to the Right Honourable the Lord Viscount Weymouth."
o5156-w0230,"William Shenstone","SLENDER's GHOST."
pcc86-w0290,"‘Christian Carstairs’","Impudence caressed — Merit neglected."
glb19-w0920,"William Lisle Bowles","THE WINDS."
oat77-w0320,"Nahum Tate","The Gold-hater."
ojg27-w0440,"John Gay","FABLE [43] XLIII. The Council of Horses."
ojg27-w0010,"John Gay","[FABLE  ] INTRODUCTION TO THE FABLES.  The Shepherd and the Philosopher."
o3555-w0120,"Anna Laetitia Barbauld  (née Aikin)","THE ORIGIN OF SONG-WRITING."
bjb18-w0740,"Joanna Baillie","SONG, WRITTEN FOR A WELCH MELODY."
bhw18-w0460,"Helen Maria Williams","TO THE BARON DE HUMBOLDT, ON HIS BRINGING ME SOME FLOWERS IN MARCH."
n22cs-w0380,"Charlotte Smith (née Turner)","SONNET [38] XXXVIII. From the Novel of Emmeline."
bjb18-w0310,"Joanna Baillie","TO SOPHIA J. BAILLIE, AN INFANT."
bhw18-w0030,"Helen Maria Williams","THE BASTILLE, A VISION."
o3900-w0960,"Rev. John Wesley","In AFFLICTION, or PAIN. From the German."
peh89-w0420,"Elizabeth Hands (née Herbert)","On the Author's LYING-IN, AUGUST, 1785."
o4987-w0410,"John Scott","SONNET. APOLOGY FOR RETIREMENT, 1766."
peh89-w0070,"Elizabeth Hands (née Herbert)","LOVE AND FRIENDSHIP. A PASTORAL."
o3776-w0030,"Mark Akenside","ODE III. Against SUSPICION."
par19-w0100,"Ann Radcliffe (née Ward)","SONNET. [How sweet is Love's first gentle sway]"
o4987-w0040,"Sir James Marriott","INSCRIPTION UPON A MONUMENT."
o5154-w0410,"Nicholas Herbert","An INSCRIPTION. Quercus loquitur. O YE!"
tgaen-wfsio,"Thomas Gray","The Fatal Sisters. An Ode (From the Norse-Tongue,) in the ORCADES of Thormodus Torfaeus; Hafniae, 1697, Folio: and also in Bartholinus. Vitt er orpit fyrir valfalli, &c."
o4739-w0140,"Hannah Cowley (née Parkhouse)","TO DELLA CRUSCA."
o5154-w0040,"James Thomson","On the Report of a WOODEN BRIDGE to be built at Westminster."
o5153-w0270,"George Lyttelton, 1st Baron Lyttelton","To the same with a New Watch."
o5247-w0140,"Charlotte Lennox (née Ramsay)","The QUESTION."
bjb18-w0890,"Joanna Baillie",HYMN.
o5153-w0620,"Isaac Hawkins Browne","From CAELIA to CLOE."
pik94-w0160,"Isabella Kelly (née Fordyce)","LINES FOR THE BLANK LEAF OF MY PRAYER BOOK: WRITTEN ON A SUNDAY."
pye85-w0170,"Ann Yearsley (née Cromartie)","CLIFTON HILL. Written in January 1785."
pro75-w0180,"Mary Robinson (née Darby)","LETTER to a FRIEND on leaving TOWN."
tgaen-wtdin,"Thomas Gray","[Translation from Dante, Inferno Canto xxxiii 1-78]"
o5125-w0400,"Mary Leapor","The TEMPLE of LOVE."
o5155-w0680,"Sir James Marriott","ODE to FANCY."
o5156-w1231,"John Hoadly","BOOK I. Ep. 11."
pjo50-w0150,"Mary Jones","On Her Birth-Day, December 11."
bse96-w0020,"Anna Seward","VERSES ON WREXHAM, AND THE INHABITANTS OF ITS ENVIRONS."
o5125-w0050,"Mary Leapor","The BEAUTIES of the SPRING."
pjo50-w0500,"Mary Jones","Written at her Apartment in Windsor-Castle."
o3900-w1330,"Rev. Charles Wesley","HYMN for WHITSUNDAY."
o4784-w0210,"Anne Finch (née Kingsmill), countess of Winchilsea","The Philosopher, the Young Man, and his Statue."
o5156-w0420,"John Nourse","UT PICTURA POESIS."
o5454-w0370,"Isaac Watts","[MORAL SONG] IV. The THIEF."
clc03-w0030,"Lady Mary Chudleigh","To Almystrea."
o4784-w0640,"Anne Finch (née Kingsmill), countess of Winchilsea","The HYMN."
o5156-w0070,"William Shenstone","UPON A VISIT to the same in Winter, 1748."
bsb18-w0860,"Susanna Blamire","A CURE FOR LOVE."
pcm93-w0090,"Catherine Rebecca Grey, Lady Manners",Semira.
bed98-w0330,"Eliza Day","OCCASIONED BY THE DEATH OF MRS. MIRIAM GILLISON."
bed98-w0760,"Eliza Day",MERCY.
oar96-w0370,"Elizabeth Rowe (née Singer)","On Mrs. Rebecka."
o4039-w0140,"Thomas Chatterton","ON MR. ALCOCK, OF BRISTOL, AN EXCELLENT MINIATURE PAINTER."
o5089-w0100,"Robert Lloyd","THE ACTOR. ADDRESSED TO BONNELL THORNTON, Esq"
o4741-w0420,"Stephen Duck","An Imitation of the Tenth Ode of the Second Book of HORACE. To the Right Hon. the Lord Viscount PALMERSTON."
o5089-w0550,"Samuel Johnson","EPITAPH ON CLAUDIUS PHILLIPS."
bmb97-w0200,"(Mary) Matilda Betham","[CANTATA DELLO STESSO.] TRANSLATION."
o4741-w0070,"Stephen Duck","On a GOOD CONSCIENCE."
o4081-w0010,"Richard Brinsley Sheridan","AN ODE TO THE GENIUS OF SCANDAL."
pba35-w0550,"Mary Barber","To the Honourable Mrs. Percival."
o5280-w0310,"George Monck Berkeley","TO A NIGHTINGALE IN CLIFDEN WOOD. TO MRS. D. MONCK, OF COOKHAM."
pba35-w0100,"Mary Barber","SINCERITY. A Poem. Occasion'd by a Friend's resenting some Advice I gave."
o4985-w0420,"Joseph Warton","ODE TO SUPERSTITION."
o4672-w0690,"Isaac Watts","AN ELEGY ON THE Reverend Mr. Tho. Gouge."
o4985-w0070,"William Collins","ODE TO LIBERTY."
pmp18-w0820,"Matthew Prior","On the same Subject."
o4986-w0680,"Samuel Johnson","TO MISS —, ON HER GIVING THE AUTHOR A GOLD AND SILK NETWORK PURSE OF HER OWN WEAVING."
o5155-w0950,"William Shenstone","A Pastoral BALLAD, in Four Parts. Written 1743."
o5089-w0680,"Moses Mendez","TO MR. S. TUCKER."
pdi12-w0050,"William Diaper","[Nereides:] Eclogue IV."
pba35-w0680,"Mary Barber","Written at Dr. Mead's House in Ormond-Street, to Mrs. Mead."
o5156-w0820,"John Hoadly","To the Rev. Mr. J. S. 1731."
bsb18-w0030,"Susanna Blamire","THE INVITATION. TO TWO SISTERS."
o4672-w0540,"Isaac Watts","TO Mr. Nicholas Clark."
o4672-w0110,"Isaac Watts","GOD's Infinity."
bsb18-w0460,"Susanna Blamire","O WHERE IS THE SPLENDOUR."
o5156-w0123,"William Shenstone","SONG IV. The SKY-LARK."
o4986-w0100,Anonymous,"TO COLONEL R—S."
o4986-w0550,"Cuthbert Shaw","MONODY TO THE MEMORY OF A YOUNG LADY."
oau90-w0450,"Thomas D'Urfey","SONG. II. To a young LADY Affronted by an Envious old Woman."
pmp18-w0420,"Matthew Prior","PALLAS and VENUS. AN EPIGRAM."
o5125-w0380,"Mary Leapor","The FIELDS of MELANCHOLY and CHEARFULNESS."
o4029-w0020,"Hannah Cowley (née Parkhouse)","LINES IN IMITATION OF COWLEY."
o5155-w0100,"John Hervey, Baron of Ickworth","EPISTLES in the Manner of OVID. MONIMIA to PHILOCLES."
pmp18-w0070,"Matthew Prior","TO THE LADY DURSLEY On the same Subject."
pjo50-w0280,"Mary Jones","Consolatory Rhymes to Mrs. East, On the Death of her Canary Bird."
o5155-w0550,"Gilbert West","Father FRANCIS'S Prayer. Written in Lord WESTMORLAND'S Hermitage."
pcc86-w0300,"‘Christian Carstairs’","To Miss M— B."
o4784-w0590,"Anne Finch (née Kingsmill), countess of Winchilsea","A Miller, his Son, and their Ass.  A FABLE Translated from Monsieur de la Fontaine."
o5152-w0330,"James Bramston","THE ART of POLITICKS, In Imitation of HORACE's ART of POETRY."
prc90-w0370,"Rebekah Carmichael (later Hay)","ON A YOUNG GENTLEMAN's RETURN FROM JAMAICA"
pba35-w0950,"William Ward","To the Reverend Mr. Mabell, of Cambridge, who has publish'd Proposals for a Translation of Longinus.  Bath, Dec. 20. 1731."
o4103-w0100,"Christopher Smart","To the reverend and learned Dr. WEBSTER, Occasioned by his Dialogues on ANGER and FORGIVENESS. ODE VIII."
bah18-w0260,"Anne Hunter (née Home)","THE LAMENTATION OF MARY STUART, QUEEN OF SCOTS, ADAPTED TO A VERY ANCIENT SCOTTISH AIR, SUPPOSED TO HAVE BEEN HER OWN COMPOSITION."
o5154-w0390,"Nicholas Herbert","GENIUS, VIRTUE, and REPUTATION. A FABLE. From Mons. DE LA MOTTE, Book v. Fable 6."
o4987-w0810,"Samuel Whyte","AN INSCRIPTION WRITTEN UPON ONE OF THE TUBS IN HAM-WALKS, SEPTEMBER, 1760."
pmt18-w0160,"Mary Tighe (née Blachford)","Written at the Eagle's Nest, Killarney. July 26, 1800."
pse03-w0330,"Sarah Fyge Egerton","On Atheism."
o5157-w0130,"William Taylor","The DROPSICAL MAN."
o5247-w0290,"Charlotte Lennox (née Ramsay)","In Answer to Consolatory Verses wrote by a Friend."
o3900-w0560,"Rev. Charles Wesley","After a Recovery from Sickness."
o5157-w0560,"William Pulteney, Earl of Bath","HORACE, Book II. Ode II. Quid bellicosus Cantaber, &c."
o5157-w0075,"William Whitehead","ELEGY VI. To another FRIEND. Written at Rome, 1756."
glb19-w0520,"William Lisle Bowles","THE DYING SLAVE."
glb19-w0170,"William Lisle Bowles","DISTANT VIEW OF ENGLAND FROM THE SEA."
bjl92-w0360,"Janet Little (later Richmond)","FROM PHILANDER TO EUMENES."
pmt18-w0025,"Mary Tighe (née Blachford)","[Psyche] Canto VI."
pro75-w0250,"Mary Robinson (née Darby)","To LOVE: written extempore."
pba35-w1300,"Mary Barber","To Lady H—r, who ask'd, Had the Author done writing Verses?"
cac95-w0080,"Ann Batten Cristall","SONG, ON LEAVING THE COUNTRY EARLY IN THE SPRING."
o3587-w0010,"Charles Churchill","GOTHAM. BOOK I."
tgaen-wtrow,"Thomas Gray","The Triumphs of Owen. A Fragment from Mr. Evans's Specimens of the Welch Poetry; London, 1764, Quarto."
o3794-w0330,"Vincent Bourne","[Translation] 3. THE CRICKET."
o4984-w0130,"Thomas Hudson","ODE TO FANCY."
n22cs-w0050,"Charlotte Smith (née Turner)","SONNET [05] V. To the South Downs."
bjb18-w0490,"Joanna Baillie","THE ELDEN TREE. A BALLAD."
n22cs-w0400,"Charlotte Smith (née Turner)","SONNET [40] XL. From the same."
o4984-w0560,"Thomas Warton","ODE ON THE APPROACH OF SUMMER."
pma99-w0370,"Mary Alcock (née Cumberland)","A COLLEGE LIFE. FOR THE VASE AT BATH-EASTON."
o5153-w0773,"Thomas Edwards","SONNET IV."
o4987-w0390,"John Scott","WINTER PROSPECTS IN THE COUNTRY. AN EPISTLE TO A FRIEND IN LONDON, 1756."
bao18-w0260,"Amelia Opie (née Alderson)",REMEMBRANCE.
o4899-w0010,"Thomas Holcroft","[HUMAN HAPPINESS; OR THE SCEPTIC. A POEM, IN SIX CANTOS.]"
pmc36-w0190,"Mary Chandler","To Mrs. Ward."
o4039-w0100,"Thomas Chatterton","FEBRUARY, AN ELEGY."
o5089-w0140,"David Mallet","EDWIN AND EMMA."
o4741-w0460,"Stephen Duck","Of FRIENDSHIP. To CELIA."
o5089-w0510,Anonymous,"PETRARCH AND LAURA. AN EPIGRAMMATIC TALE."
bmb97-w0240,"(Mary) Matilda Betham","WRITTEN IN ZIMMERMANN's SOLITUDE."
o3695-w0010,"Alexander Pope","THE RAPE of the LOCK.  CANTO I."
o4741-w0030,"Stephen Duck","The THRESHER's LABOUR. To the Revd. Mr. STANLEY."
pba35-w0510,"Mary Barber","To a Lady who was libell'd."
o5280-w0350,"George Monck Berkeley","ODE TO LOVE. TO THE RIGHT HONOURABLE LADY DUDLEY AND WARD."
pba35-w0140,"Mary Barber","Written for my Son, and spoken by him in School, upon his Master's first bringing in a Rod."
o4672-w0280,"Isaac Watts","Wishing him ever with me."
o4985-w0460,"Joseph Warton","ODE TO A LADY WHO HATES THE COUNTRY."
o4985-w0030,"William Collins","ODE TO PITY."
pmp18-w0860,"Matthew Prior","A Critical Moment."
o4671-w0020,"Erasmus Darwin","[THE BOTANIC GARDEN. PART II. THE LOVES OF THE PLANTS.]"
o5153-w0772,"Thomas Edwards","SONNET III. To F. K. Esq"
oau90-w0390,"Thomas D'Urfey","A SONG set to a pleasant Scotch Tune."
o5155-w0910,"William Shenstone","ODE to a Young Lady, Somewhat too sollicitous about her Manner of Expression."
o4986-w0290,"Richard Graves","UNDER AN HOUR-GLASS, IN A GROTTO NEAR THE WATER AT CLAVERTON."
o5125-w0440,"Mary Leapor","SOTO. A CHARACTER."
cbu86-w0390,"Robert Burns","[EPITAPH] ON A NOISY POLEMIC."
pjo50-w0110,"Mary Jones","To the Same. On her desiring the Author to write a Satire upon her."
bse96-w0060,"Anna Seward","TO TIME PAST. WRITTEN DEC. 1772."
o5125-w0010,"Mary Leapor","DORINDA at her Glass."
o5155-w0290,"John Sican","VERSES sent to Dean SWIFT on his Birth-day, with PINE'S HORACE finely bound."
o3900-w1370,"Rev. Charles Wesley",Another.
o4144-w0010,"James Thomson","LIBERTY. PART V."
o4784-w0250,"Anne Finch (née Kingsmill), countess of Winchilsea","The CAUTIOUS LOVERS."
o5156-w0460,"Sneyd Davies","To a GENTLEMAN, on the Birth-day of his first Son."
o5454-w0330,"Isaac Watts","[Hymn II.] GLORY to the FATHER and the SON, &c."
o4784-w0600,"Anne Finch (née Kingsmill), countess of Winchilsea","The Man bitten by Fleas."
clc03-w0070,"Lady Mary Chudleigh","To Eugenia."
o5156-w0030,"William Shenstone","NANCY of the VALE. A BALLAD."
bsb18-w0820,"Susanna Blamire","THE LOSS OF THE ROEBUCK."
pcc86-w0090,"‘Christian Carstairs’",EPITAPH.
o5157-w0074,"William Whitehead","ELEGY V. To a FRIEND Sick. Written at Rome, 1756."
bed98-w0370,"Eliza Day","THOUGHTS OCCURRING IN THE THEATRE, ON SEEING MRS. SIDDONS IN THE CHARACTER OF BELVIDERA."
o4103-w0290,"Christopher Smart","The FAIR RECLUSE. BALLAD VIII."
bed98-w0720,"Eliza Day",OMNISCIENCE.
oar96-w0330,"Elizabeth Rowe (née Singer)","Thoughts on Death."
pmt18-w0024,"Mary Tighe (née Blachford)","[Psyche] Canto V."
o5154-w0450,"Robert Vansittart","The PLEASURE of POETRY. An ODE."
o4739-w0100,"Robert Merry","TO ANNA MATILDA."
o5153-w0230,"George Lyttelton, 1st Baron Lyttelton","A Prayer to Venus in her Temple at Stowe.  To the Same."
o5247-w0100,"Charlotte Lennox (née Ramsay)","ON A LADY's Singing."
pik94-w0120,"Isabella Kelly (née Fordyce)","EXTEMPORE in the GARDEN of a CONVENT belonging to LES SOEURS NOIR, à BOURBURG."
o5153-w0660,"Thomas Seward","On SHAKESPEAR'S Monument at Stratford upon Avon."
pye85-w0130,"Ann Yearsley (née Cromartie)","ADDRESS TO FRIENDSHIP."
o4106-w0090,"Thomas Parnell","HOMER's BATRACHOMUOMACHIA:  OR, THE BATTEL OF THE FROGS and MICE."
glb19-w0960,"William Lisle Bowles","THE LAST SONG OF CAMOENS."
oat77-w0360,"Nahum Tate","[Martial] Lib. 1. Epigr. XIV. De Arriâ & Paeto."
ojg27-w0400,"John Gay","FABLE [39] XXXIX. The Father and Jupiter."
pba35-w1090,"Mary Barber","On seeing an Officer's Widow distracted who had been driven to Despair, by a long and fruitless Sollicitation for the Arrears of her Pension."
ojg27-w0050,"John Gay","FABLE [04] IV. The Eagle, and the Assembly of Animals."
o3555-w0160,"Anna Laetitia Barbauld  (née Aikin)","SONG IV."
bjb18-w0700,"Joanna Baillie","SONG, WRITTEN AT MR. THOMSON'S REQUEST, AS A KIND OF INTRODUCTION TO HIS IRISH MELODIES."
bjb18-w0350,"Joanna Baillie","RHYMES FOR CHANTING."
bhw18-w0070,"Helen Maria Williams","TO SENSIBILITY."
o3900-w0920,"Rev. Samuel Wesley","PSALM CXVII."
o5156-w0122,"William Shenstone","SONG III."
o4111-w0010,"Charles Churchill",NIGHT.
o4987-w0450,"John Scott","ON READING MRS. MACAULAY'S HISTORY OF ENGLAND."
peh89-w0030,"Elizabeth Hands (née Herbert)","A POEM, On the Supposition of the Book having been published and read."
par19-w0140,"Ann Radcliffe (née Ward)","TO THE NIGHTINGALE."
o3776-w0070,"Mark Akenside","ODE VII. To a FRIEND, on the hazard of falling in LOVE."
ojg27-w0380,"John Gay","FABLE [37] XXXVII. The Farmer's Wife and the Raven."
o4688-w0080,"James Macpherson","[FRAGMENT] VIII."
o3794-w0370,"William Cowper","MUTUAL FORBEARANCE, Necessary to the Happiness of the Married State."
bjb18-w0080,"Joanna Baillie","A POETICAL OR SOUND-HEARTED LOVER'S FAREWELL TO HIS MISTRESS."
n22cs-w0010,"Charlotte Smith (née Turner)","SONNET [01] I."
o4984-w0170,"David Mallet","ON THE DEATH OF LADY ANSON. ADDRESSED TO THE EARL OF HARDWICKE, HER FATHER, 1761."
o4984-w0520,"John Scott","ELEGY. WRITTEN IN THE HOT WEATHER, JULY MDCCLVII."
n22cs-w0440,"Charlotte Smith (née Turner)","SONNET [44] XLIV. Written in the Church Yard at Middleton in Sussex."
pma99-w0330,"Mary Alcock (née Cumberland)","IN RETURN FOR THE PRESENT OF A PAIR OF BUCKLES."
bao18-w0220,"Amelia Opie (née Alderson)","THE MOON AND THE COMET; A FABLE."
par19-w0290,"Ann Radcliffe (née Ward)","SONG OF THE EVENING HOUR."
o4987-w0780,"Michael Wodhull","THE EQUALITY OF MANKIND."
o5156-w1230,"John Hoadly","MARTIAL, Book IV. Ep. 87."
o4987-w0850,Anonymous,"VERSES ON THE EXPECTED ARRIVAL OF QUEEN CHARLOTTE, IN AN EPISTLE TO A FRIEND, 1761."
pmt18-w0120,"Mary Tighe (née Blachford)",Sonnet.
pse03-w0370,"Sarah Fyge Egerton","The Gratitude."
o3900-w0170,"Rev. Charles Wesley","HYMN to CONTEMPT."
o5157-w0170,"Charles Parrott","ODE to CUPID on VALENTINE'S Day."
o5157-w0520,"Anthony Alsop","The Fable of IXION. To CHLORINDA."
glb19-w0560,"William Lisle Bowles","ON LEAVING A PLACE OF RESIDENCE."
glb19-w0130,"William Lisle Bowles","INFLUENCE OF TIME ON GRIEF."
bjl92-w0320,"Janet Little (later Richmond)","ON THE DEATH OF J—. H—. ESQ.  JUNE, 1790."
pro75-w0210,"Mary Robinson (née Darby)",SONG.
pmp18-w0460,"Matthew Prior","A Dutch Proverb."
o5099-w0020,"Thomas Purney","LALLET: OR, The Tender Shepherdess."
cbu86-w0410,"Robert Burns","[EPITAPH] FOR THE AUTHOR'S FATHER."
o5155-w0140,"John Hervey, Baron of Ickworth","EPILOGUE design'd for SOPHONISBA, And to have been spoken by Mrs. OLDFIELD."
pmp18-w0030,"Matthew Prior","Picture of Seneca dying in a Bath. By Jordain. At the Right Honorable the Earl of Exeter's at Burleigh-House."
cbu86-w0040,"Robert Burns","THE HOLY FAIR."
o5155-w0510,"Nathaniel Cotton","The FIRE-SIDE."
pcc86-w0340,"‘Christian Carstairs’","[In a triumphal car]"
o4784-w0180,"Anne Finch (née Kingsmill), countess of Winchilsea","The following Lines occasion'd by the Marriage of Edward Herbert Esquire, and Mrs. Elizabeth Herbert."
o5152-w0370,"William Collins","ODE, Written in the same Year."
prc90-w0330,"Rebekah Carmichael (later Hay)","WRITTEN IN THE HERMITAGE OF BRAID"
pba35-w0910,"Mary Barber","To Mrs. Strangeways Horner, with a Letter from my Son; wherein he desires me to accept his first Prize of Learning, conferr'd on him by the University of Dublin."
o4103-w0140,"Christopher Smart","To ETHELINDA, On her doing my Verses the honour of wearing them in her bosom. Written at Thirteen."
tgaen-wskoc,"Thomas Gray","[Sketch of his Own Character]"
bah18-w0220,"Anne Hunter (née Home)","TO JAMES BARRY, ESQ. ON THE DESIGN OF HIS SERIES OF PICTURES PAINTED FOR THE SOCIETY INSTITUTED FOR THE PROMOTING ARTS AND MANUFACTURES."
bmb97-w0190,"(Mary) Matilda Betham","[LA FORTUNA. DELLO STESSO.] TRANSLATION."
o5089-w0290,"David Garrick","ADVICE to the Marquis of ROCKINGHAM, upon a late Occasion. Written in 1765, by an OLD COURTIER."
o4198-w0230,"Thomas Chatterton","SONG. FANNY[|BETSY] OF THE HILL.  1770."
pdi12-w0010,"William Diaper","[Nereides:] TO Mr. CONGREVE."
pba35-w0290,"Mary Barber","Jupiter and Fortune. A Fable."
o5280-w0080,"George Monck Berkeley","IMPROMPTU, ON HEARING, AS HE WAS RISING IN THE MORNING, OF THE DEATH OF THE REV. JOHN DUNCOMBE, M.A. INSCRIBED TO MRS. DUNCOMBE, OF CANTERBURY."
o5156-w0860,"John Straight","The POET to his false Mistress."
o4672-w0500,"Isaac Watts","TO Mr. William Blackbourn."
bsb18-w0070,"Susanna Blamire","THE LILY'S TRIUMPH OVER THE ROSE."
bsb18-w0420,"Susanna Blamire","IN THAT EYE WHERE EXPRESSION."
o4672-w0150,"Isaac Watts","Confession and Pardon."
o4986-w0140,"James Beattie","THE HERMIT."
oau90-w0040,"Thomas D'Urfey","TO THE Right HONOURABLE THE. Earl of RADNOR ON HIS MARRIAGE."
oau90-w0410,"Thomas D'Urfey","The Old Fumbler. A SONG: Set by Mr. Hen. Purcell."
o4986-w0510,"Isaac Hawkins Browne","ODE TO HEALTH."
o4106-w0100,"Thomas Parnell","To Mr. POPE."
glb19-w0720,"William Lisle Bowles","HYMN TO WODEN."
bjl92-w0530,"Janet Little (later Richmond)","FROM FLAVIA TO CARLOS."
glb19-w0370,"William Lisle Bowles","ON A BEAUTIFUL LANDSCAPE."
bjl92-w0160,"Janet Little (later Richmond)","AMANDA: AN ELEGY ON THE DEATH OF MRS. —, PERSONATING HER HUSBAND."
pro75-w0050,"Mary Robinson (née Darby)","An ODE to CHARITY."
pse03-w0560,"Sarah Fyge Egerton","To my much valu'd Friend Moneses."
o5156-w1070,"James Harris","A Fragment of CHAUCER."
o5154-w0190,"Joseph Warton","STANZAS written on taking the Air after a long Illness."
o4739-w0090,"Hannah Cowley (née Parkhouse)","TO DELLA CRUSCA."
pse03-w0130,"Sarah Fyge Egerton","To Philaster."
pmt18-w0360,"Mary Tighe (née Blachford)","Bryan Byrne, of Glenmalure."
o5247-w0090,"Charlotte Lennox (née Ramsay)","To AURELIA, on her attempting to write Verses."
o5157-w0330,"Thomas Lisle","The HISTORY of PORSENNA, King of RUSSIA IN TWO BOOKS."
o5157-w0760,"Mary Monck (née Molesworth)","The ANSWER."
n22cs-w0250,"Charlotte Smith (née Turner)","SONNET [25] XXV. By the same. Just before his Death."
o4984-w0330,"Elizabeth Carter","WRITTEN AT MIDNIGHT IN A THUNDER STORM."
o5155-w0642,"Sir James Marriott","Book II. Ode XII. Translated."
bjb18-w0690,"Joanna Baillie",SONG.
n22cs-w0600,"Charlotte Smith (née Turner)","Ode to Despair. From the Novel of Emmeline."
pma99-w0170,"Mary Alcock (née Cumberland)","AN AUNT'S LAMENTATION FOR THE ABSENCE OF HER NIECE. WRITTEN FROM HASTINGS."
o4987-w0190,"Philip Dormer Stanhope, 4th Earl of Chesterfield","ON THE D—SS OF R—D."
bao18-w0060,"Amelia Opie (née Alderson)","TO LORENZO."
